overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,True,"08 7, 2013",A3FDF44ESPF7H4,B000FCKPG2,,Judy H.,"I really enjoyed this novel and of course had to read it since it was part of the trilogy. Great characters and a book you  really don't want to put down, till you get to the end! Can't wait to read more of this author's novels. Thanks",Killing Fear Prison Break Trilogy by Allison Brennan,1375833600,,
5.0,True,"08 7, 2013",A3FDF44ESPF7H4,B000FCKPG2,,Judy H.,Allison Brennan really delivers with this novel...there is no way you can read this and not the other two in this series! I loved her style of writing as well as her characters and all the twists and turns...great read. Thanks,Sudden Death(F.B.I.Trilogy,1375833600,,
5.0,True,"08 7, 2013",A3FDF44ESPF7H4,B000FCKPG2,,Judy H.,"Excellent read! I really enjoyed this author and could not wait to read the next book in the trilogy. Twists and turns abound and it was very hard to put down...what I call a page turner! Loved the characters,loved the action and just all around loved the book! Thanks",Cutting Edge (F.B.I.Trilogy),1375833600,,
4.0,True,"07 24, 2013",A1L2L01E7HWZXS,B000FCKPG2,,Teri,My only complaint with Alison Brennan is that I can't put the book down and go to bed! She is an awesome writer!,Lost sleep,1374624000,,
5.0,False,"07 22, 2013",A288QAHEFRGW8M,B000FCKPG2,,bet,Read all three in this series. Each one better than the previous one. Can't wait to start the next series.,5 stars,1374451200,,
5.0,True,"06 23, 2013",A3FDF44ESPF7H4,B000FCKPG2,,Judy H.,"The second in the Predator series and as good as the first. You do NOT want to put this book down! Excellent read,thanks!",The Kill : A Novel (Predator),1371945600,,
5.0,False,"06 12, 2013",AHCMNDG9MAXK2,B000FCKPG2,,P. James,"This is the first book in Allison Brennan's FBI series, which then grew into the Lucy Kincaid series. Jack Kincaid has long been my favorite of her alpha heroes and I can't believe I hadn't picked up this book before now. It. Was. Awesome. Jack is every bit as brooding as I anticipated. He's quiet. He's deadly. And he doesn't know what the hell to do with FBI Agent Megan Elliott. Well, besides fall in love with her. Unfortunately, she's tracking a pair of serial killers and their paths intersect when the killers take out one of Jack's oldest friends. The action is nonstop, the suspense will keep you up with the lights on, and the twist leading to the climax is perfect. Kudos to Ms. Brennan for a book well written! And a hot alpha hero. Megan, I'm so jealous... *looks shifty-eyed*

I borrowed this from my local libraries digital lending program. I WILL be adding it to my permanent collection on my Kindle Fire once my book budget recovers. Yes, this is definitely a keeper!",It's a keeper,1370995200,,
5.0,True,"05 4, 2013",A3AS63G3HWDH0F,B000FCKPG2,,Gina M. Mcfarlane,Allison Brennan never fails to deliver. The Prison Break Trilogy is almost as good as the Lucy Kincaid series. It's a very good way to pass the time until the next Lucy Kincaid book is released in June. Can't wait! But I definitely recommend the Prison Break Trilogy too.,Intense,1367625600,,
5.0,True,"03 5, 2013",A3AS63G3HWDH0F,B000FCKPG2,,Gina M. Mcfarlane,"Once again, Allison Brennan delivers an outstanding read. I particularly love how many of the characters are familiar as they are found in her other books. I hope she continues to use her regular characters. I can't wait until Reckless - the new Lucy Kincaid book - is released on March 14th and Stolen - another Lucy Kincaid book - comes out on June 4th. Be sure to check them out along with the rest of Allison Brennan's books.",Awesome,1362441600,,
4.0,True,"03 2, 2013",A18PIVR7NDP2Y8,B000FCKPG2,,acorley84,"This was a first time read for this author and sub-genre for me and I can honestly say that I really enjoyed it. I won't hesitate to pick up another book from Allison Brennan nor will I hesitate to read another cozy romantic mystery!

I listened to the audio version and at first thought that it was a little awkward listening to the narrator, Ann Marie Lee, for the character that she was playing. However, once I got into listening to the story, it didn't seem to bother me, it just struck me as odd at first. I think the narrator did the story great justice.

As for the characters, I felt like they were in depth and to the core. I was interested in reading about them and learning more about them as the story progressed. I felt like all the characters blended together nicely to create a great story.

I thought that the storyline ran smoothly without any delay. I really enjoyed the romance with a serious mystery. The romance part was not overdone, but a perfect fit with the story just to give it that extra spice. I do think that it would have been nice to have received a little more background on the characters, but for the most part, the story was easy to follow.

Overall, I enjoyed listening to this story, and will certainly continue reading with Allison Brennan in mind.",Sudden Death,1362182400,,
5.0,True,"01 19, 2013",A20GR9S7UQHMW0,B000FCKPG2,,Amazon Customer,"Fast paced, entertaining reading.  Definitely recommend for an enjoyable afternoon. Hope the rest of the trilogy are as well written.","Good read, great escapism",1358553600,,
5.0,True,"01 19, 2013",A3AS63G3HWDH0F,B000FCKPG2,,Gina M. Mcfarlane,"As always, Allison Brennan has delivered on suspense. This book is an excellent read! I absolutely recommend this to suspense/thriller lovers.",Excellent Read,1358553600,,
5.0,True,"01 4, 2013",A3AS63G3HWDH0F,B000FCKPG2,,Gina M. Mcfarlane,"As always, Allison Brennan has delivered a suspenseful, edge-of-your-seat thriller. This book was so good, it only took me a day and a half to finish!",Excellent read,1357257600,,
5.0,True,"12 28, 2012",A3QGETEITSO32F,B000FCKPG2,,Lyn,"great book - easy to read.
Cannot think of additional words to say
Amazon's minimal requirement really stinks - really stinks",great,1356652800,,
5.0,True,"12 20, 2012",A3AS63G3HWDH0F,B000FCKPG2,,Gina M. Mcfarlane,"Love it and all of Allison Brennan's books that I've read so far! I strongly recommend this book and all of her others, as well.",Love it!,1355961600,,
5.0,True,"10 21, 2012",AKKID822KDK36,B000FCKPG2,,Sparky5805,I read all 3 of the books in this series in one weekend.  I could not put them down.  There are some forensic terms I hope she learns as she continues to write (I.e. spatter versus splatter).  Both those would only bother someone who works in forensics.  Overall an awesome story and I can't wait to read more.,a real page turner,1350777600,,
4.0,False,"08 2, 2012",ATK1PI2HWROER,B000FCKPG2,,Wooley in PSL,"Allison Brennan give us the second book in the evil series SEE NO EVIL.  I think this one is better than the first.  I like Connor and Julia together.  The stories deals with a group of young revenge killers and Julia's defense of neice who is suspected in the first killing of the book.  Good story, good characters and good realistic love story line.  RECOMMENDED",BOOK  TWO  IN  THE  EVIL  SERIES,1343865600,,
4.0,True,"05 28, 2012",A1YX1T1D22KQ9S,B000FCKPG2,,Ramona,"The buyer that I bought this book was really great. I had some issues with the book and the seller was nice
enough to give me a full refund and keep the book. I regret my negative feedback and wish to let
everyone know that this seller also contacted me so quickly...also another note is that the book
came earlier then expected.

This is author one of the greatest. I love all her books. Just started the Lucy Kincaid series and
very happy with the suspense and the little romance going on between Lucy and Sean...",See no evil...,1338163200,,
5.0,True,"04 18, 2012",AT8SUUNN5FCCT,B000FCKPG2,,madeline11,"Allison Brennan is great, I think I have read all of her books now.  The trilogies are great.  You feel so connected to the characters.  Her books catch my interest from page 1 & the suspense/romance keeps me reading.  Hard to put the book down.",The Kill - Allison Brennan,1334707200,,
5.0,False,"04 13, 2012",A1J0KC1AV6Y7AO,B000FCKPG2,,Jennifer Noel,"Usually the sequel is worse than the first novel, but that was not the case. I found that I enjoyerd this one more than the previous one, but that doesn't mean Speak No Evil was bad. On the contrary. It was wonderful too! I loved the characters in this novel and I loved the dynamic between the killers. Although I do wish it hadn't ended on such a cliched note. Other than that, great book, great characters, and I would suggest this to anyone who didn't mind a little graphicness.",Better than the first!,1334275200,,
5.0,False,"11 3, 2011",A85Y5ALAGPAZ6,B000FCKPG2,,Valencia,"This was my first time reading one of her books and I must say it was really good . It was a page turner from beginning to the very end . I would recommend these books to any mystery lover . I am looking forward to reading the others in the Evil series and the other . I read See No Evil , it was off the chain .",Very good book,1320278400,,
4.0,False,"01 26, 2010",A2RPIGO3G4M6GN,B000FCKPG2,,Jorge Frid,"I read this trilogy and these books have noting in common. You can read the last one first or second. It doesn't matter.

About the book: Is fast paced but it has parts where it goes out of reality. That doesn't mean is a bad book but the best of this ""trilogy"" was the second book, which I read first. ""Fatal Secrets""",Trilogy?,1264464000,,
4.0,False,"01 15, 2010",A2RPIGO3G4M6GN,B000FCKPG2,,Jorge Frid,"While the book is fast paced and thrilling I felt something missing. It's not that easy to be an acupuncturist. In that part AB. could elaborate more. I have more examples but with them I'll spoil your book. Still this is a good reading.

I read before this one ""Fatal Secrets"" and that book was awesome.",Not her best,1263513600,,
5.0,False,"01 13, 2010",A1X2XXO2OYA7HQ,B000FCKPG2,,Terry in EG,Finally got to read Jack Kincaid's story. Jack proved to be actually soft-hearted. Some other reviewers felt there was too much torture. This is one of the things Allison does the best. Most of her books lean toward this line but they all fit. Jack and Megan's story was good.,Allison at her best.,1263340800,,
4.0,True,"11 24, 2009",A3Q238DWROGTKJ,B000FCKPG2,,Former Librarian,"Allison Brennan is a terrific writer.  She never fails to deliver in her romance/ mysteries.  She is very proflic, but leaves you wanting more at the end of each book.  Her books are not blood and guts gory, but give you enough detail to make sense of the story line.",Another one by Allison Brennan,1259020800,,
3.0,False,"08 10, 2009",AA2BITCKPL8JN,B000FCKPG2,,A Reader,"The third book of the trilogy was definitely the weakest. The attraction between the main characters had apparently started years ago, so you felt like you were walking into the middle of something and didn't have a clue what was going on. I also didn't like knowing from the start who the culprit was, especially since their whole back story was extremely easy to figure out.

I'm not a fan of the supernatural, so I'll wait until Lucy Kincaid's story comes out next fall to read another book by this author.",Not Her Best,1249862400,,
3.0,True,"08 3, 2009",A342BV4226SM5Y,B000FCKPG2,,Elaine C McTyer,"Allison Brennan has been one of my favorite mystery writers since she started.  I have all her books and I think I have reviewed most of them, but this one was a letdown.  Most have a good romance and a good story this one however was just not as good.  Yes, there is gore.  Yes, there is a mystery.  Yes, this is Duke Rogan's story.  Was I disappoointed?  Yes!!!  First of all the story starts out twenty yrs ago with a couple of revolutionaries who were blowing up buildings.  The daughter turns her mom and stepdad into the FBI.  The daughter, Nora, falls in love with her FBI contact, who is murdered by her stepdad.  Her mom is sent to prison and Nora and her sister to child services.  Now twenty years later she is an FBI Agent and her sister Quin is a Fire Marshall.

Once again terrorists are targeting Biotech firms.  The latest one is protected by Duke Rogan's security.  There is a body this time and it is the owner of the firm who was a friend of Duke's.  Duke is immediately attracted to Nora, but although she likes him she clings to the memory of Andy from 20 years ago. As the mystery unfolds it turns out that the deaths from 20 years ago have not been forgotten and now someone is out for vengence.

I really expected a better romance.  I was bored by the constant back and forth revelations.  When it finally hit the fan you already knew what would happen and it was disappointing.  At the end of the book she says she is going to write a new series with a supernatural slant.  I think she has reached the end of this type of story and needs to branch out. I will be looking forward to her next novel ORIGINAL SIN which will be out in March of 2010.",Not as good as her others,1249257600,,
3.0,False,"05 21, 2009",AA2BITCKPL8JN,B000FCKPG2,,A Reader,"I've come to expect a lot out of this author, so I was very disappointed in this book.

First off, I found it very hard to get into, unlike her other books which normally draw me in from page one. And it seemed to go on forever, much of it being graphic details of torture that I really didn't need to read to that extent.

I also thought the relationship between Megan and Jack was too forced and too quick. They knew each other two days and suddenly Jack is ready to give his life for this woman, which didn't fit with the Jack we've met in other books. And a few days later, most of which is spent with one of the characters in the hospital, they're running off to Jack's family to get married. More development of this relationship and less graphic torture would've made this a much better book.",Romantic Suspense?,1242864000,,
5.0,False,"04 4, 2009",A2TNUMW8SFC63F,B000FCKPG2,,Jill James,Allison Brennan does it again with Sudden Death.  It was nice to revisit the Kincaid family and finally get Jack's story.  Megan was a great match for him; in work and in a relationship.  Can't wait for the next one.,Another great Brennan title,1238803200,,
4.0,True,"04 4, 2009",AA2BITCKPL8JN,B000FCKPG2,,A Reader,"I gave this book 4 stars because Olivia was the most likeable of the three heroines in the trilogy. However, I thought this book read slower than the others and dragged on way too long. When they were out hunting the killer, I couldn't believe there were still over 100 pages to go.

Try the later trilogies -- they're much better. But in lieu of anything else to read, this is a good bet.",Last of the Trilogy,1238803200,,
3.0,True,"04 1, 2009",ABXZMKZUIVBTI,B000FCKPG2,,The Lindsay Show,"I generally love Allison Brennan and while her books are never heavy on the romance, this book held almost no romance. For at least the first 1/3 of the book Jack and Megan don't even have any interactions with each other. When they finally meet it's instant attraction and jumping into headlong into a full blown relationship. I don't have a problem with that sort of quick falling in love, but in this book it seemed like an after thought thrown in there with little development. Even after Jack and Megan meeting and instantly fall in love there isn't enough interactions between the 2 to really draw me into the story.

As a straight novel of suspense, it was good. I gave it 3 stars for a few reasons though:

1. I really was expecting more romance if this was going to be marketed as a romantic suspense
2. The extensive, graphic attention devoted to the torture of the victims and the sexual pleasure the killers get from the torture was disturbing. I don't mind some torture scenes but Brennan described in great detail multiple torture scenes to the point where it finally made me uncomfortable and I started skipping the scenes devoted to the killers.
3. I understand that giving insight into the killers is a great device when telling a good mystery/suspense novel but I felt she gave too much attention to the killers. Some of the scenes felt repetitive and too detailed. Maybe I feel that way because I don't normally read strict suspense novels, but I would have liked it more if there were less pages on the killers and more on the development of Jack and Megan's relationship.
4. The conflict between Hans and Megan seemed forced and could have been developed better I think.

If you go into this novel understanding you're not getting much romance and that there's graphic, at times disturbing scenes of torture, then you'll probably like this book more than I did. I just really wasn't prepared for what I got in this book.","Not really romance, more just suspense",1238544000,,
5.0,True,"03 30, 2009",A2W3ZZKMKX97CR,B000FCKPG2,,Kindle Customer,Great book. Lots of twist and turns. Keeps you up reading. I finished it in one night. Hard to put down.,Sudden Death,1238371200,,
2.0,True,"03 28, 2009",A1CNQTCRQ35IMM,B000FCKPG2,,Jane,"REVIEWER'S OPINION:
This was labeled as romantic suspense, and the mislabeling is what bothers me the most.  In my opinion, it does not have enough romance or development of a relationship to qualify for that genre.  This is mostly mystery suspense with a lot of uncomfortable torture scenes.  95% of the story is about the authorities finding clues and slowly unraveling the mystery about serial killings.  The small amount of romance consists of a couple meeting, working together on the case, and getting together at the end.  I didn't get the feelings of anticipation or enjoyment that I normally expect from ""romance"" novels.  Once in a while I will enjoy a straight mystery because the characters pull me in, or the dialogue is interesting, or I feel good while reading it.  But this book didn't have those effects on me.  I think mystery lovers will like this more than I did.

I had a minor problem with the smart good guys doing a couple of stupid or illogical things.  Megan was stupid and careless toward the end which caused a major problem.  Hans was angry at Megan for reasons I felt did not make sense or fit with his character.

STORY BRIEF:
Megan is a by-the-book FBI agent investigating veterans who had been tortured and killed.  Jack is a former veteran and now a soldier-for-hire.  He joins with Megan to find the killers after his best friend is killed (one of the victims).  We learn early in the story who the killers are (Ethan and Karin) so I'm not giving anything away.  Ethan was with a group of soldiers in Afghanistan.  He was captured and tortured for three months by the Taliban before being rescued.  He is suicidal and loaded with mental problems.  Karin wants to learn torture techniques, but Ethan won't teach her.  Therefore she convinces Ethan that he needs to capture and torture the veterans who were with him at the time, saying they abandoned him.  She plans and helps him capture the vets, and then learns by watching Ethan stick needles into them.  The main mystery is finding the killers, but a second mystery is why Karin wants to learn to torture.

DATA:
Story length: 424 pages.  Swearing language: strong.  Sexual language: moderate.  Number of sex scenes: 2.  Total number of sex scene pages: 12.  Setting: California, Texas, Colorado and Arizona.  Copyright: 2009.  Genre: mystery suspense.",This was labeled romance but there was less romance than I expected.  It was ok as mystery suspense (warning: a lot of torture).,1238198400,,
5.0,True,"03 27, 2009",A899QTJ0OHC9U,B000FCKPG2,,Shelia D. In VA,"I have read numerous Allison Brennan books, but this was by far, my favorite.  This book kept me guessing as to who the murderer was.  Once I started this book, I couldn't put it down.",Loved It,1238112000,,
4.0,False,"03 19, 2009",A2I1SOYS62NJDT,B000FCKPG2,,Crystal Fulcher,"This installment in the ""Evil"" trilogy (Speak No Evil, See No Evil, Fear No Evil) centers around Julia Chandler an assistant district attorney and Conner Kincaid, brother to Carina Kincaid and former police officer. Julia and Chandler have a history and it's not a happy one since it centers on the time when he resigned from the police force. But Julia's niece, Emily, is in trouble and Conner has helped out before as a private eye to help find Emily and Julia needs him now since Emily's stepfather has been murdered and Emily looks like the prime suspect.

Julia, Conner and Conner's brother Dillon work together to sort out some strange happenings in their area and track down the killers to help prove Emily's innocence. On the way to that end, Julia and Conner have to work through their feelings from the past and the feelings that they are currently feeling.

Loaded with suspense with a side of romance, plus characters you really like, See No Evil is a great read from start to finish. EAch time I set this book down, I couldn't wait until I could pick it up next and see what Julia and Conner would do. The mystery is intricately woven and very enjoyable to try and figure out. The crimes and the subject matter are dark and handled very realistically but you don't feel bogged down by the whole plot. These characters will stay with you for awhile as well as the circumstances in which the crimes were committed. Ms. Brennan has another winner on her hands and I'm only sorry I didn't read this earlier!",Another great book from Allison Brennan,1237420800,,
4.0,True,"03 4, 2009",AA2BITCKPL8JN,B000FCKPG2,,A Reader,"I enjoyed this book, but didn't think it was top-notch because of the main characters.

No guys talks the way Will did to Robin, which made their relationship seem shallow and unrealistic. And I just didn't find either of them all that likeable.

Still, it was very suspenseful and well worth the time to read.",Good Read,1236124800,,
5.0,False,"11 21, 2008",A32K5HAYVG9AUJ,B000FCKPG2,,Susan Calvin,"Having read Brennan's previous trilogy series, I had to read this one too. There has been an earthquake and inmates from San Quentin have escaped. True to her previous series, there is plenty of murder, torture and graphic violence. So far, this trilogy has not disappointed. Theodore Glenn is one heartless predator!

I look forward to the next book in the trilogy.",First in Prison Break Trilogy,1227225600,,
3.0,False,"11 20, 2008",A2XNOB1T796Y6B,B000FCKPG2,,ChibiNeko,"I really wanted to like this book more than I did. The plot sounded interesting & I liked the premise. My only problem? The writing just didn't live up to the storyline.

The story surrounds a beautiful DA Julia who must prove her niece's innocence after her stepfather is found horribly murdered in his study. A stepfather whom the niece was being molested by & had plenty of motive to kill. There to help is a figure from Julia's past who holds a grudge and a lot of lust against her, Connor Kinkaid. Moving in the background however is a mysterious group of youths who will stop at nothing to keep their plan moving, even as their shadowy leader pulls their strings.

This story had so many flaws to it. First off, the characters were interesting in theory, but I just couldn't find myself really getting into the main characters. Connor was fine, but Julia just seemed lackluster. The most interesting characters were the ones never fully explored. The other major flaw is the lack of buildup for who the leader is, why he wanted so many people dead, & how he discovered everyone and pulled them together. His real identity isn't even introduced until the last part of the book & didn't really fit with the story. (He showed up before then, but only as the villain. His persona wasn't introduced or anything until the last part of the book.)

For that matter, the reasons & wherefores for the rest of the kids aren't ever really explained either. We're *told* that they're all angsty rich kids who were abused (small spoiler, but not really), but it just never seems enough to really explain why they'd do any of that. In the end Brennan goes for the old standard of ""They're crazy, so that's their reasoning"". When we finally *do* get the reasons why, they're so farfetched & unsubstantiated that I found it hard to think of it as a real reason or find it very shocking. There just wasn't any buildup for those revelations, so the ending fell flat. While many would find this entertaining enough to keep them occupied, there's just not enough for me to recommend it as a ""must read"". This is the type of book you pick up when there's nothing else there at the thrift store, not new off the shelves.

2.9/5","Entertaining, but no real substance",1227139200,,
4.0,False,"09 24, 2008",A3VL7MU8U9DOV0,B000FCKPG2,,Debra Purdy Kong,"When Judge Victor Montgomery is murdered in a particularly gruesome way (think severed body part) the police suspect his seventeen-year-old stepdaughter, Emily. After all, blood was found in her bedroom and she apparently tried to kill herself with booze and pills. But Deputy District Attorney Julia Chandler doesn't believe her troubled niece would commit such a violent act. To prove Emily's innocence, she recruits PI Connor Kincaid who'd helped find Emily when she ran away from home three years earlier. Connor and Julia don't like each other, but they're the only people who truly want to help Emily. As their investigation proceeds, an attraction slowly grows between them.

SEE NO EVIL is a good page-turner filled with plenty of twists and turns as the body count piles up. Allison Brennan's novel tells a disturbing story of unstable teens in near-hopeless situations, and what happens when manipulation, misunderstanding and revenge are added to the mix. Brennan does a great job of portraying not only good and evil characters, but the many shades of grey in between. She also steadily builds the suspense so that by the last hundred pages, I couldn't put the book down.",Grim Tale of Instability and Revenge,1222214400,,
5.0,False,"05 8, 2008",A1TSJV3WN0AEG4,B000FCKPG2,,M Hollman,"I have read several books by her and never been disappointed. This book has a good plot, the characters are real, and as usual the author keeps you on the edge of your seat and has a suprise twist at the end. In my opinion, I think it's the best of hers so far.","One that will keep you up at night, can't put it down",1210204800,,
3.0,False,"02 23, 2008",A2RPIGO3G4M6GN,B000FCKPG2,,Jorge Frid,"The book will keep you reading... at the beginning. As you keep going forward the plot is a little repetitive - you'll read how the victims were murdered about five times.
The way the profiler knew who was Robin's friend killer is almost pathetic.
Then before you reach the end you'll know how it'd be. So if you read this book don't expect the best of the writer.",Not AB's best,1203724800,,
3.0,True,"02 19, 2008",A278NVDK9RI9CX,B000FCKPG2,,feysidhe,"Unfortunately, this is more of the kind of thing Brennan's second series gave us, nowhere near the quality of the The Hunt, etc.  The hero's a jerk, the heroine's perfect and their romance is never explained.  There's no reason (other than adrenaline and fear) for these two to get together, certainly not to stay together.  The serial killer aspect isn't anything new.",Predictably Unreal,1203379200,,
5.0,True,"02 10, 2008",A342BV4226SM5Y,B000FCKPG2,,Elaine C McTyer,"Allison Brennan is becoming a major talent in the suspense thriller genre. This book is no different and continues the stories of the Kincaids and their associates. I loved it.

Carina Kincaid's partner is Will Hooper, seven yrs ago Will was on the task force that caught and put Theodore Glenn in prison on death row. During the course of the investigation Will met and fell in love with Robin McKenna.  She was one of the strippers at RJ's, Theodore glenn killed four other strippers who were her friends before he was caught. The last one was her roommate. Robin found her and has nightmares still, about falling over the body and sliding through the blood.

Will is a detective with the SFPD, he is divorced and has only had short affairs with other women since he lost Robin. Will lost her trust when he didn't believe her about Glenn. She never had an affair with him. Will finds that the news of Glenn's escape brings back all the feelings for Robin and when he sees her, he knows he will do everything he can to protect her and if he is lucky win her back into his arms.

Robin started stripping to pay for college, but every man she has dated has equated stripping with prostitution. She has lost all trust in men until she met Will. She opened her heart to him and thought he trusted her, but his questions about her relationship with Glenn destroyed what trust and love she had for him. Now Robin owns RJ's and it is an uptown night club. Very chic and understated the club has been rebuilt and refurnished while the area was undergoing a rejuvenation. However Robin still sleeps with the lights on.

When an unknown fault causes an earthquake at San Quention, Theodore takes the chance with many others and escapes. He knows he is a genius and has made plans already for a future escape so this just moves up his timetable. Now he intends to finish what he started and that is to kill Robin and all the others who put him in prison.

The story is intriguing and the twists and turns keep you guessing. Did he kill all four girls or is there another killer out there? I could not put it down, but that is true for her other books too. Do not miss this one. Good Reading.",Brennan does it again,1202601600,,
5.0,False,"02 9, 2008",ABXZMKZUIVBTI,B000FCKPG2,,The Lindsay Show,"I hadn't even realized a new book was out but I saw this at the bookstore as I was leaving. I made a point of returning to the bookstore later that day to check it out and bought it after reading a few pages. This was excellent, the characters came alive, the writing was great and the emotion just seemed so real. The suspense was very well done and the romance between Robin and Will was wonderful. I felt so bad for them and really felt Will's struggle to make amends for his past with Robin. Robin was understandably hurt, but didn't make a point of dragging things out just to make Will suffer. The angst between the 2 was an important element, but Ms. Brennan did a great job of giving it just the right amount of attention.

All in all this is a wonderful romantic suspense novel. This is the first 5 star rating I've given a book in a long while, if ever and it is well deserved.",Excellent!!,1202515200,,
3.0,True,"08 9, 2007",AA2BITCKPL8JN,B000FCKPG2,,A Reader,"This trilogy is my first time reading Allison Brennan, and so far I've been less than impressed.

While not as graphic or violent as the first one, this one seemed a bit too heavy on hardcore romance for a suspense novel. It also seems in both books that the culprit ended up being someone who really wasn't part of the story, and was just kind of tossed in right before being revealed. I also thought the female part of this crime group was way too easy to figure out and identify.

I'll read the last one, but not sure if I'll purchase any others.",Not Impressed,1186617600,,
3.0,False,"06 14, 2007",A2RPIGO3G4M6GN,B000FCKPG2,,Jorge Frid,"The book'll keep you interested  just enough to keep reading. The story goes back so many times to what happened 5 years before that you'll bore just reading it too many times. The love story is kind of unreal and pathetic. The end has overly flaws just to end it like a fairy tale. So if you don't have anything else, read this one but don't expect much of it.",Not what I thought,1181779200,,
5.0,False,"05 19, 2007",A32K5HAYVG9AUJ,B000FCKPG2,,Susan Calvin,"In a word...Wow! Another realy good suspense thriller from Ms. Brennan. While this one has some of the characters from Speak No Evil, it could probably be read as a stand alone too, but I recommend reading them in order. It kept me guessing as to ""whodunit"" and also blended in a romance story too. Can't wait to read the last one in the trilogy.",Another Hit in the Evil Trilogy...,1179532800,,
4.0,False,"03 16, 2007",A342BV4226SM5Y,B000FCKPG2,,Elaine C McTyer,"Julia Chandler is an Assistant District Attorney who is investigating the murder of her niece's step-father. She will have to do it outside of her office for her niece is the one suspected of the murder. Julia has always believed in the law as black and white now she must face the fact that there is a gray layer of justice. And she will use every tool at her disposal to save her niece.

Conner Kincaid is the brother of Carina Kincaid of SPEAK NO EVIL, he and Julia have an aquaintance that is not of the friendly kind. She is directly responsible for his leaving his job as a detective at the police dept. She forced him to testify against some of his fellow policemen. Only his caring for Emily, her niece, allows her to get him to help her save emily. Conner is now one of the best PI's in the city. And for Emily, Julia wants only the best.

Emily is a trust child, when she reaches 18 she will inherit several million dollars. Her mother is a cold-hearted society gold-digger. She married Emily's father for his money and has no time for Emily. Judge Montgomery is the perfect match for her mother. He is a cold, unfeeling child molestor. Emily has told no one about his attack, except to a web page for young people to tell their worse problems and what they want to do about it. The site is called Wishlist. com. Emily had detailed how she would kill the Judge, and that was exactly how he was killed.

I enjoyed the book but I felt that the leading characters were not so fully fleshed out. Conner gave up his hate alittle to easily. While not as good as SPEAK NO EVIL it is still a very good read.",Suspense Thriller,1174003200,,
3.0,False,"05 18, 2006",A2RPIGO3G4M6GN,B000FCKPG2,,Jorge Frid,"Albeit this is a good book and so well paced that you won't be able to put it down is almost a copy of its prequels:

The plot:

In the three books is the same. Twenty years or more before a killer kills somebody. After twenty years the next of kin of the victim became an FBI agent and she captures the killer.

The love story:

In the three books she's (like that yore song) Torn Between Two Lovers.

So if you already read one of the prequels you don't have to read this book because is exactly the same. Or if this is your first one you'll enjoy it but you don't have to read the other two.",The same story thrice,1147910400,,
4.0,False,"03 10, 2006",A21NVBFIEQWDSG,B000FCKPG2,,Armchair Interviews,"Olivia St. Martin lives daily with the knowledge that as a young child she was unable to prevent the abduction and murder of her older sister, Missy. She has only the small satisfaction that her testimony resulted in the murderer's imprisonment.

Olivia is the director of the Trace Evidence and Materials Analysis division of the FBI in Virginia. When she learns that DNA evidence proves that Brian Hall did not murder Missy, Olivia is determined to find the truth.

Her investigation reveals that a serial killer has been on the loose for years. He surfaced in New York several years after Missy's murder and then appeared in Kansas, Atlanta, Nashville and other cities. His twenty-nine victims in thirty-four years were all blonde females between the ages of 9 and 12. Olivia's boss refuses to involve the agency so she travels on her own to Washington State where two of the recent murders occurred.

In Washington she joins Seattle Police Detective Zack Travis' investigation. They begin to work closely together to hunt the killer--and become romantically involved. Time is running out and Olivia struggles to solve the case and prevent more murders.

Allison Brennan does murder better than almost everyone writing in the romantic suspense genre does. She writes scintillating thrillers that keep you turning the pages until you breathlessly reach the conclusion. And then you want more. She is becoming one of my favorite authors.

Armchair Interviews says: For other exciting thrillers by Allison Brennan, read The Prey and The Hunt.",Wow!,1141948800,,
3.0,False,"07 30, 2017",A26MEFGZ21PLKH,B000FDJ0FS,{'Format:': ' Kindle Edition'},Kindle Customer,"News quality rating is easily 5 stars, but it's price brings it down to a three star rating. It's just priced to high for a digital news source.",Quality but too expensive,1501372800,,
4.0,True,"10 15, 2015",A2H84BXCWOEB49,B000FDJ0FS,{'Format:': ' Kindle Edition'},bob plemons,gteat,Four Stars,1444867200,,
5.0,True,"09 15, 2015",A43J8JW8I1RFT,B000FDJ0FS,{'Format:': ' Kindle Edition'},Peter Hillman,"Along w the NY Times and The Atlantic daily app, essential reading for an informed American",Five Stars,1442275200,,
5.0,True,"07 9, 2015",A1I4ZBKJJOA5XI,B000FDJ0FS,{'Format:': ' Kindle Edition'},R. Bates,Great!,Refreshing!,1436400000,,
5.0,True,"05 19, 2015",A24XYVJFZ7TFY4,B000FDJ0FS,{'Format:': ' Kindle Edition'},Eleanor Takahashi iNSKIP,EASY TO NAVIGATE EVEN ON MY SMALL KINDLE.  I APPRECIATE THAT VERY MUCH.,A GREAT NEWSPAPER,1431993600,2,
1.0,True,"02 26, 2015",A1WBZFDV10YWIT,B000FDJ0FS,{'Format:': ' Kindle Edition'},D. K. Nestor,"The cost of the Kindle edition is insane. It is double the price of the single issue New York Times on kindle. Greed has to be the only reason the WSJ is the most expensive paper on kindle. They should adapt to the paper less era, and the drastic decline of newspaper reading in general, and give kindle readers a discount.",The cost of the Kindle edition is insane.,1424908800,4,
